,name,startYear,endYear,in_production,creators,cast,overview,genres,country_names,runtimes,actor_popularity,number_of_seasons,number_of_episodes,averageRating,numVotes,poster_path,popularity,key,text_concat,lemmatized_text
517,La Femme Nikita,1997,2001,False,"Robert Cochran, Joel Surnow","Peta Wilson, Roy Dupuis, Matthew Ferguson, Eugene Robert Glazer, Don Francks","Accusée d'un crime à tort et condamnée à la prison à vie, Nikita est emmenée dans une organisation secrète de lutte contre le terrorisme où l'on fait d'elle un agent secret. Avec l'équipe de la Section Une, elle doit remplir des missions et lutter pour sa propre survie. La série est inspirée du film...","Action & Adventure, Drame","États-Unis, Canada",44,8.1622,5,96,7.5,11054,https://image.tmdb.org/t/p/original/pFao5i4giBsGl7QQBXi7oMUPzCn.jpg,72.199,https://www.youtube.com/watch?v=Wprr7YXYQxI,"La Femme Nikita Robert Cochran, Joel Surnow Peta Wilson, Roy Dupuis, Matthew Ferguson, Eugene Robert Glazer, Don Francks Accusée d'un crime à tort et condamnée à la prison à vie, Nikita est emmenée dans une organisation secrète de lutte contre le terrorisme où l'on fait d'elle un agent secret. Avec l'équipe de la Section Une, elle doit remplir des missions et lutter pour sa propre survie. La série est inspirée du film... Action & Adventure, Drame États-Unis, Canada","le femme Nikita Robert Cochran , Joel Surnow Peta Wilson , Roy Dupuis , Matthew Ferguson , Eugene Robert Glazer , don Francks accuser de un crime à tort et condamner à le prison à vie , Nikita être emmener dans un organisation secret de lutte contre le terrorisme où le on faire de lui un agent secret . avec le équipe de le section un , lui devoir remplir un mission et lutter pour son propre survie . le série être inspirer de film ... action et adventure , Drame États-Unis , Canada"
518,Walker,2021,2024,False,Anna Fricke,"Jared Padalecki, Molly Hagan, Keegan Allen, Violet Brinson, Kale Culley, Coby Bell, Odette Annable, Jeff Pierre, Mitch Pileggi, Ashley Reyes","Reboot de la série de 1993 en se concentrant sur Walker à son retour d'années secrètes. Veuf et père de deux enfants, il commence à lutter contre le crime avec un nouveau partenaire, qui est l'une des seules femmes Rangers de l'histoire.","Crime, Drame, Action & Adventure",États-Unis,,10.4237,4,69,6.2,15692,https://image.tmdb.org/t/p/original/9uW1W9q0zKPzPdRwIcL3eCDJsfw.jpg,69.039,https://www.youtube.com/watch?v=ow21xRU9e3s,"Walker Anna Fricke Jared Padalecki, Molly Hagan, Keegan Allen, Violet Brinson, Kale Culley, Coby Bell, Odette Annable, Jeff Pierre, Mitch Pileggi, Ashley Reyes Reboot de la série de 1993 en se concentrant sur Walker à son retour d'années secrètes. Veuf et père de deux enfants, il commence à lutter contre le crime avec un nouveau partenaire, qui est l'une des seules femmes Rangers de l'histoire. Crime, Drame, Action & Adventure États-Unis","Walker Anna Fricke Jared Padalecki , Molly Hagan , Keegan Allen , Violet Brinson , Kale Culley , Coby Bell , Odette annable , Jeff Pierre , mitch Pileggi , Ashley reye Reboot de le série de 1993 en se concentrer sur Walker à son retour de année secret . Veuf et père de deux enfant , il commencer à lutter contre le crime avec un nouveau partenaire , qui être le un de seul femme Rangers de le histoire . crime , Drame , action et adventure États-Unis"
519,Présumé innocent,2024,2024,True,David E. Kelley,"Jake Gyllenhaal, Ruth Negga, Bill Camp, O-T Fagbenle, Chase Infiniti, Elizabeth Marvel, Nana Mensah, Renate Reinsve, Peter Sarsgaard, Kingston Rumi Southwick","Un horrible meurtre bouleverse le bureau du procureur de Chicago quand un de ses membres est suspecté dans cette affaire, obligeant l’accusé à se battre pour garder sa famille unie.","Drame, Mystère",États-Unis,,16.059900000000003,2,8,7.7,63767,https://image.tmdb.org/t/p/original/W7BbPGtyaHSJpobiQONjdUroJi.jpg,74.229,https://www.youtube.com/watch?v=DDvUjyKlGUE,"Présumé innocent David E. Kelley Jake Gyllenhaal, Ruth Negga, Bill Camp, O-T Fagbenle, Chase Infiniti, Elizabeth Marvel, Nana Mensah, Renate Reinsve, Peter Sarsgaard, Kingston Rumi Southwick Un horrible meurtre bouleverse le bureau du procureur de Chicago quand un de ses membres est suspecté dans cette affaire, obligeant l’accusé à se battre pour garder sa famille unie. Drame, Mystère États-Unis","présumé innocent David E. Kelley Jake Gyllenhaal , Ruth Negga , Bill Camp , o -t Fagbenle , chase Infiniti , elizabeth marvel , Nana Mensah , Renate Reinsve , peter Sarsgaard , Kingston Rumi Southwick un horrible meurtr boulevers le bureau de procureur de chicago quand un de son membre être suspecter dans ce affaire , obliger l’ accuser à se battre pour garder son famille uni . drame , Mystère États-Unis"
520,Homicide,1993,1999,False,Paul Attanasio,"Richard Belzer, Giancarlo Esposito, Peter Gerety, Clark Johnson, Yaphet Kotto, Michael Michele, Kyle Secor, Jon Seda, Callie Thorne, Toni Lewis","Dans les rues de Baltimore, des détectives enquêtent sur des homicides.","Mystère, Drame, Crime",États-Unis,45,12.0039,7,122,8.7,15091,https://image.tmdb.org/t/p/original/dhesuslBfj10JDzs00JNcb9mRbT.jpg,66.331,https://www.youtube.com/watch?v=PrzRJIS-Y8c,"Homicide Paul Attanasio Richard Belzer, Giancarlo Esposito, Peter Gerety, Clark Johnson, Yaphet Kotto, Michael Michele, Kyle Secor, Jon Seda, Callie Thorne, Toni Lewis Dans les rues de Baltimore, des détectives enquêtent sur des homicides. Mystère, Drame, Crime États-Unis","Homicide Paul Attanasio Richard Belzer , Giancarlo Esposito , Peter Gerety , Clark Johnson , Yaphet Kotto , michael Michele , Kyle Secor , Jon Seda , Callie Thorne , Toni Lewis dans le rue de Baltimore , un détective enquêter sur un homicide . mystère , Drame , Crime États-Unis"
521,Frères d'armes,2001,2001,False,,"Damian Lewis, Donnie Wahlberg, David Schwimmer, Eion Bailey, Ron Livingston, Matthew Settle, Michael Cudlitz, Neal McDonough, Scott Grimes, Shane Taylor, Ross McCall, Frank John Hughes, Nolan Hemmings, Michael Fassbender, Dexter Fletcher, James Madio, Richard Speight Jr., Rick Warden, Kirk Acevedo, Rick Gomez, Peter Youngblood Hills, Nicholas Aaron, Douglas Spain, Dale Dye, Matthew Leitch, Peter McCabe, Craig Heaney, Peter O'Meara","Vivez la Seconde Guerre mondiale aux côtés de la Easy Company, un groupe de soldats américains. Suivez-les en tant que groupe, ou individuellement, depuis leur formation en 1942, jusqu'à la libération de l'Allemagne nazie en 1945, en passant par leur parachutage en Normandie le 6 juin 1944.","Drame, War & Politics",États-Unis,60,12.941500000000001,1,10,9.4,545959,https://image.tmdb.org/t/p/original/7w2zhfN03Ff1pOgnUo9tFu0qELt.jpg,84.05,https://www.youtube.com/watch?v=KKRBAFlN5ww,"Frères d'armes  Damian Lewis, Donnie Wahlberg, David Schwimmer, Eion Bailey, Ron Livingston, Matthew Settle, Michael Cudlitz, Neal McDonough, Scott Grimes, Shane Taylor, Ross McCall, Frank John Hughes, Nolan Hemmings, Michael Fassbender, Dexter Fletcher, James Madio, Richard Speight Jr., Rick Warden, Kirk Acevedo, Rick Gomez, Peter Youngblood Hills, Nicholas Aaron, Douglas Spain, Dale Dye, Matthew Leitch, Peter McCabe, Craig Heaney, Peter O'Meara Vivez la Seconde Guerre mondiale aux côtés de la Easy Company, un groupe de soldats américains. Suivez-les en tant que groupe, ou individuellement, depuis leur formation en 1942, jusqu'à la libération de l'Allemagne nazie en 1945, en passant par leur parachutage en Normandie le 6 juin 1944. Drame, War & Politics États-Unis","frère de arme   Damian Lewis , Donnie Wahlberg , David schwimmer , eion Bailey , Ron Livingston , Matthew Settle , michael Cudlitz , Neal McDonough , Scott Grimes , Shane Taylor , Ross McCall , Frank John Hughes , Nolan Hemmings , Michael Fassbender , Dexter Fletcher , James Madio , Richard Speight Jr . , Rick Warden , Kirk Acevedo , Rick Gomez , peter Youngblood Hills , Nicholas Aaron , Douglas Spain , Dale Dye , Matthew Leitch , Peter mccabe , craig Heaney , peter o' meara Vivez le second guerre mondial à côté de le Easy Company , un groupe de soldat américain . suivez - le en tant que groupe , ou individuellement , depuis son formation en 1942 , jusque à le libération de le Allemagne nazi en 1945 , en passer par son parachutage en normandie le 6 juin 1944 . drame , war et Politics États-Unis"
522,WandaVision,2021,2021,False,Jac Schaeffer,"Elizabeth Olsen, Paul Bettany, Kathryn Hahn, Teyonah Parris, Randall Park, Kat Dennings","Trois semaines après la fin des évènements liés à Thanos, Wanda Maximoff est dévastée par la mort de son compagnon, le synthézoïde Vision.  Elle se rend alors dans la petite ville de Westview dans le New Jersey, où Vision et elle avaient l'intention de s'installer, et y crée un univers fictif dans lequel elle contrôle l'esprit de tous les habitants.  Elle y développe un univers de sitcom dont chaque épisode avance d'une décennie à partir des années 1950, et y fait revivre Vision, avec qui elle a des jumeaux, Tommy et Billy.","Science-Fiction & Fantastique, Mystère, Drame",États-Unis,,27.588166666666666,1,9,7.9,385576,https://image.tmdb.org/t/p/original/AXnCR7WE8BKlzsabQtUITySChn.jpg,70.788,https://www.youtube.com/watch?v=Jobhql2aPNs,"WandaVision Jac Schaeffer Elizabeth Olsen, Paul Bettany, Kathryn Hahn, Teyonah Parris, Randall Park, Kat Dennings Trois semaines après la fin des évènements liés à Thanos, Wanda Maximoff est dévastée par la mort de son compagnon, le synthézoïde Vision.  Elle se rend alors dans la petite ville de Westview dans le New Jersey, où Vision et elle avaient l'intention de s'installer, et y crée un univers fictif dans lequel elle contrôle l'esprit de tous les habitants.  Elle y développe un univers de sitcom dont chaque épisode avance d'une décennie à partir des années 1950, et y fait revivre Vision, avec qui elle a des jumeaux, Tommy et Billy. Science-Fiction & Fantastique, Mystère, Drame États-Unis","wandavision Jac Schaeffer Elizabeth Olsen , Paul Bettany , Kathryn Hahn , Teyonah Parris , Randall Park , kat Dennings Trois semaine après le fin de évènement lier à Thanos , Wanda Maximoff être dévaster par le mort de son compagnon , le synthézoïde Vision .   lui se rendre alors dans le petit ville de Westview dans le New Jersey , où Vision et lui avoir le intention de se installer , et y créer un univers fictif dans lequel lui contrôler le esprit de tout le habitant .   lui y développer un univers de sitcom dont chaque épisode avancer de un décennie à partir un année 1950 , et y faire revivre Vision , avec qui lui avoir un jumeau , Tommy et Billy . Science - Fiction et Fantastique , Mystère , Drame États-Unis"
523,ThunderCats (2011),2011,2012,False,Theodore Walter Wolf,,"Lion-O est le jeune prince héritier des Cosmocats, l’espèce dominante de la troisième Terre. Provoquant jalousies et colères, les reptiles vont les attaquer et les vaincront avec l’aide de la technologie, une chose inconnue des Cosmocats. Lion-O doit alors fuir avec Cheetara et Tigro, afin de retrouver le livre d’Omens et reconquérir le royaume à présent contrôlé par Mumm-Ra l’éternel et les reptiles.","Animation, Science-Fiction & Fantastique, Action & Adventure",États-Unis,30,0.0,1,26,7.8,7759,https://image.tmdb.org/t/p/original/5LbdG5SVwGKJZaGsGXuMReSXxjO.jpg,52.967,https://www.youtube.com/watch?v=flTtnD4Z9j8,"ThunderCats (2011) Theodore Walter Wolf  Lion-O est le jeune prince héritier des Cosmocats, l’espèce dominante de la troisième Terre. Provoquant jalousies et colères, les reptiles vont les attaquer et les vaincront avec l’aide de la technologie, une chose inconnue des Cosmocats. Lion-O doit alors fuir avec Cheetara et Tigro, afin de retrouver le livre d’Omens et reconquérir le royaume à présent contrôlé par Mumm-Ra l’éternel et les reptiles. Animation, Science-Fiction & Fantastique, Action & Adventure États-Unis","thundercat ( 2011 ) Theodore Walter Wolf   Lion - o être le jeune prince héritier de cosmocat , l’ espèce dominant de le troisième terre . provoquer jalousie et colère , le reptile aller le attaquer et le vaincre avec l’ aide de le technologie , un chose inconnu de cosmocat . Lion - o devoir alors fuir avec Cheetara et Tigro , afin de retrouver le livre d’ Omens et reconquérir le royaume à présent contrôler par Mumm - Ra l’ éternel et le reptile . animation , Science - Fiction et Fantastique , action et adventure États-Unis"
524,Ma Famille d'abord,2001,2005,False,"Damon Wayans, Don Reo","Damon Wayans, Tisha Campbell, George O. Gore II, Jennifer Freeman, Parker McKenna Posey, Noah Gray-Cabey, Brooklyn Sudano, Andrew McFarlane","Michael Kyle est un mari aimant et un père de famille comblé. Mais il n'est pas toujours facile d'élever trois enfants. Entre un fils passionné de musique rap aux paroles plutôt agressives, une fille adolescente qui lui cause bien des soucis et la benjamine qui veut toujours avoir le dernier mot, on ne s'ennuie pas avec la famille Kyle.","Comédie, Familial, Drame",États-Unis,23,9.562,5,123,6.9,30291,https://image.tmdb.org/t/p/original/9xIwhzgBoTejiN1zv9VRHUKkpBt.jpg,86.336,https://www.youtube.com/watch?v=IE42PRc_VxM,"Ma Famille d'abord Damon Wayans, Don Reo Damon Wayans, Tisha Campbell, George O. Gore II, Jennifer Freeman, Parker McKenna Posey, Noah Gray-Cabey, Brooklyn Sudano, Andrew McFarlane Michael Kyle est un mari aimant et un père de famille comblé. Mais il n'est pas toujours facile d'élever trois enfants. Entre un fils passionné de musique rap aux paroles plutôt agressives, une fille adolescente qui lui cause bien des soucis et la benjamine qui veut toujours avoir le dernier mot, on ne s'ennuie pas avec la famille Kyle. Comédie, Familial, Drame États-Unis","mon famille de abord Damon Wayans , don Reo Damon Wayans , Tisha Campbell , george O. Gore ii , Jennifer Freeman , Parker mckenna Posey , Noah Gray - Cabey , Brooklyn Sudano , Andrew McFarlane Michael Kyle être un mari aimer et un père de famille combler . mais il ne être pas toujours facile de élever trois enfant . entrer un fils passionner de musique rap à parole plutôt agressif , un fille adolescent qui luire cause bien un souci et le benjamin qui vouloir toujours avoir le dernier mot , on ne se ennuyer pas avec le famille Kyle . comédie , Familial , Drame États-Unis"
525,Roswell,1999,2002,False,Jason Katims,"Shiri Appleby, Jason Behr, Katherine Heigl, Majandra Delfino, Brendan Fehr, Nick Wechsler, Adam Rodriguez, William Sadler","Dans la petite ville de Roswell au Nouveau-Mexique, un petit groupe de 3 lycéens tente à tout prix de rester à l'écart des autres. Malgré leur apparence humaine, ce sont des extraterrestres issus du crash de 1947. Après être restés plusieurs années dans des incubateurs, ils en sont sortis et ont tous été recueillis par une famille. Mais leur vie va radicalement changer lorsque Max, l'un d’entre eux, sauve la vie d’une de ses camarades de classe, Liz Parker et face à ses questions, lui dévoile son secret. Cet évènement va attirer la curiosité du shérif de la ville, Jim Valenti et suite à ça, ce dernier n'aura que seul but de découvrir ce qui s’est réellement passé et pour cela enquêtera sur Max et les siens, persuadé qu'ils ont un rapport avec le crash de 1947. En plus de leurs problèmes générés par leurs pouvoirs extraterrestres, les 3 êtres venus d'Antar vont devoir gérer la période adolescente comme tout autre lycéen, période reconnue comme étant l'une des plus difficiles de la vie d'un être humain.","Science-Fiction & Fantastique, Drame",États-Unis,"60, 42",14.86025,3,61,7.5,31102,https://image.tmdb.org/t/p/original/47CaTpah62bxbAkWANDzZdJxkxw.jpg,56.878,https://www.youtube.com/watch?v=fEwW9sOdMFs,"Roswell Jason Katims Shiri Appleby, Jason Behr, Katherine Heigl, Majandra Delfino, Brendan Fehr, Nick Wechsler, Adam Rodriguez, William Sadler Dans la petite ville de Roswell au Nouveau-Mexique, un petit groupe de 3 lycéens tente à tout prix de rester à l'écart des autres. Malgré leur apparence humaine, ce sont des extraterrestres issus du crash de 1947. Après être restés plusieurs années dans des incubateurs, ils en sont sortis et ont tous été recueillis par une famille. Mais leur vie va radicalement changer lorsque Max, l'un d’entre eux, sauve la vie d’une de ses camarades de classe, Liz Parker et face à ses questions, lui dévoile son secret. Cet évènement va attirer la curiosité du shérif de la ville, Jim Valenti et suite à ça, ce dernier n'aura que seul but de découvrir ce qui s’est réellement passé et pour cela enquêtera sur Max et les siens, persuadé qu'ils ont un rapport avec le crash de 1947. En plus de leurs problèmes générés par leurs pouvoirs extraterrestres, les 3 êtres venus d'Antar vont devoir gérer la période adolescente comme tout autre lycéen, période reconnue comme étant l'une des plus difficiles de la vie d'un être humain. Science-Fiction & Fantastique, Drame États-Unis","Roswell jason Katims Shiri Appleby , Jason Behr , Katherine Heigl , Majandra Delfino , Brendan Fehr , Nick Wechsler , Adam Rodriguez , William Sadler dans le petit ville de Roswell au nouveau - Mexique , un petit groupe de 3 lycéen tente à tout prix de rester à le écart de autre . malgré son apparence humain , ce être un extraterrestre issu de crash de 1947 . après être rester plusieurs année dans un incubateur , il en être sortir et avoir tout être recueillir par un famille . mais son vie aller radicalement changer lorsque Max , le un d’ entrer lui , sauf le vie d’ un de son camarade de classe , liz Parker et face à son question , luire dévoile son secret . ce évènement aller attirer le curiosité de shérif de le ville , Jim Valenti et suite à cela , ce dernier ne avoir que seul but de découvrir ce qui s’ être réellement passer et pour celer enquêter sur Max et le sien , persuader que il avoir un rapport avec le crash de 1947 . en plus de leur problème générer par leur pouvoir extraterrestre , le 3 être venir de Antar aller devoir gérer le période adolescent comme tout autre lycéen , période reconnaître comme être le un de plus difficile de le vie de un être humain . Science - Fiction et Fantastique , Drame États-Unis"
526,Dynastie,2017,2022,False,"Sallie Patrick, Stephanie Savage, Josh Schwartz","Elizabeth Gillies, Grant Show, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente, Sam Underwood, Michael Michele, Robert Christopher Riley, Sam Adegoke, Maddison Brown, Eliza Bennett, Adam Huber","Dans ce reboot actualisé du soap culte, les Carrington et les Colby se disputent le contrôle de leurs fortunes, mais aussi de leurs enfants !","Drame, Soap",États-Unis,43,10.849583333333333,5,108,7.2,25548,https://image.tmdb.org/t/p/original/5Go6nghKouXdmroSsh9ryblqxby.jpg,76.389,https://www.youtube.com/watch?v=PzBX_c-F6sk,"Dynastie Sallie Patrick, Stephanie Savage, Josh Schwartz Elizabeth Gillies, Grant Show, Daniella Alonso, Elaine Hendrix, Rafael de la Fuente, Sam Underwood, Michael Michele, Robert Christopher Riley, Sam Adegoke, Maddison Brown, Eliza Bennett, Adam Huber Dans ce reboot actualisé du soap culte, les Carrington et les Colby se disputent le contrôle de leurs fortunes, mais aussi de leurs enfants ! Drame, Soap États-Unis","dynastie Sallie Patrick , Stephanie Savage , Josh Schwartz Elizabeth Gillies , Grant Show , Daniella Alonso , Elaine Hendrix , rafael de le fuente , Sam Underwood , michael Michele , Robert Christopher Riley , Sam Adegoke , Maddison Brown , Eliza Bennett , Adam Huber dans ce reboot actualiser de soap culte , le Carrington et le Colby se disputer le contrôle de leur fortune , mais aussi de leur enfant ! drame , soap États-Unis"
527,Creepshow,2019,2023,True,Greg Nicotero,,"Une anthologie de sketches horrifiques, inspirés des comic books publiés dans les années 1950.","Mystère, Science-Fiction & Fantastique",États-Unis,46,0.0,4,23,7.0,9682,https://image.tmdb.org/t/p/original/fassm77VqtSDHv9x17eJ3DkGVml.jpg,52.465,https://www.youtube.com/watch?v=inzsKlVR_N8,"Creepshow Greg Nicotero  Une anthologie de sketches horrifiques, inspirés des comic books publiés dans les années 1950. Mystère, Science-Fiction & Fantastique États-Unis","creepshow Greg Nicotero   un anthologie de sketch horrifique , inspirer un comic book publier dans le année 1950 . mystère , Science - Fiction et Fantastique États-Unis"
528,Voisins mais pas trop,2018,2024,True,Jim Reynolds,"Cedric the Entertainer, Max Greenfield, Tichina Arnold, Beth Behrs, Sheaun McKinney, Marcel Spears, Skye Townsend","L'homme le plus sympa du Midwest fait emménager sa famille dans un quartier difficile de Los Angeles, où tout le monde n'apprécie pas à sa juste valeur son envie, parfois un peu extrême, d'être un bon voisin...",Comédie,États-Unis,22,10.789857142857143,7,125,6.7,10747,https://image.tmdb.org/t/p/original/404UY9trrv8c9zPrHMRJxKv8470.jpg,55.367,https://www.youtube.com/watch?v=M1COucIcYhU,"Voisins mais pas trop Jim Reynolds Cedric the Entertainer, Max Greenfield, Tichina Arnold, Beth Behrs, Sheaun McKinney, Marcel Spears, Skye Townsend L'homme le plus sympa du Midwest fait emménager sa famille dans un quartier difficile de Los Angeles, où tout le monde n'apprécie pas à sa juste valeur son envie, parfois un peu extrême, d'être un bon voisin... Comédie États-Unis","voisin mais pas trop Jim Reynolds Cedric the Entertainer , Max Greenfield , Tichina Arnold , beth Behrs , sheaun McKinney , Marcel Spears , Skye Townsend le homme le plus sympa de Midwest faire emménager son famille dans un quartier difficile de Los Angeles , où tout le monde ne apprécier pas à son juste valeur son envie , parfois un peu extrême , de être un bon voisin ... comédie États-Unis"
529,Shrinking,2023,2024,True,"Brett Goldstein, Jason Segel, Bill Lawrence","Harrison Ford, Jason Segel, Jessica Williams, Luke Tennie, Michael Urie, Lukita Maxwell, Christa Miller, Ted McGinley","Jimmy peine à se remettre du décès de sa femme tout en assumant ses responsabilités de père, ami et psychologue. Il tente une nouvelle approche avec les personnes qui se présentent à lui : l’honnêteté totale et sans filtre. Réussira-t-il à s’aider en aidant les autres ? Parviendra-t-il à reprendre goût à la vie ?",Comédie,États-Unis,,17.101,2,22,8.0,80006,https://image.tmdb.org/t/p/original/fcSYTzvh8DpGAILjZKNdipccQZ5.jpg,77.873,https://www.youtube.com/watch?v=QuK9ja1x004,"Shrinking Brett Goldstein, Jason Segel, Bill Lawrence Harrison Ford, Jason Segel, Jessica Williams, Luke Tennie, Michael Urie, Lukita Maxwell, Christa Miller, Ted McGinley Jimmy peine à se remettre du décès de sa femme tout en assumant ses responsabilités de père, ami et psychologue. Il tente une nouvelle approche avec les personnes qui se présentent à lui : l’honnêteté totale et sans filtre. Réussira-t-il à s’aider en aidant les autres ? Parviendra-t-il à reprendre goût à la vie ? Comédie États-Unis","Shrinking Brett Goldstein , Jason Segel , Bill Lawrence Harrison Ford , Jason Segel , Jessica Williams , Luke Tennie , michael Urie , Lukita Maxwell , Christa Miller , Ted McGinley Jimmy peine à se remettre de décès de son femme tout en assumer son responsabilité de père , ami et psychologue . il tente un nouveau approche avec le personne qui se présenter à luire : l’ honnêteter total et sans filtre . réussir -t il à s’ aider en aider le autre ? Parviendra -t il à reprendre goût à le vie ? comédie États-Unis"
530,Hell on Wheels : L'enfer de l'Ouest,2011,2016,False,"Joe Gayton, Tony Gayton","Anson Mount, Colm Meaney, Robin McLeavy, Christopher Heyerdahl, Phil Burke, Tim Guinee, Angela Zhou, Byron Mann","Cullen Bohannan, un ancien propriétaire d’esclaves et soldat, est déterminé à venger le viol et le meurtre de sa femme en traquant et tuant les soldats de l’Union responsables. Il se retrouve alors dans le Nebraska à l'époque de la construction de la ligne ferroviaire transcontinentale.","Action & Adventure, Drame, Western",États-Unis,"60, 43",9.67475,5,57,8.3,56799,https://image.tmdb.org/t/p/original/ckC9pL9yeYpOoK5aJ7GbYYWheK7.jpg,79.821,https://www.youtube.com/watch?v=Nkvf9NW4-cQ,"Hell on Wheels : L'enfer de l'Ouest Joe Gayton, Tony Gayton Anson Mount, Colm Meaney, Robin McLeavy, Christopher Heyerdahl, Phil Burke, Tim Guinee, Angela Zhou, Byron Mann Cullen Bohannan, un ancien propriétaire d’esclaves et soldat, est déterminé à venger le viol et le meurtre de sa femme en traquant et tuant les soldats de l’Union responsables. Il se retrouve alors dans le Nebraska à l'époque de la construction de la ligne ferroviaire transcontinentale. Action & Adventure, Drame, Western États-Unis","Hell on Wheels : le enfer de le Ouest Joe Gayton , Tony Gayton Anson Mount , Colm Meaney , Robin mcleavy , Christopher Heyerdahl , phil Burke , Tim Guinee , Angela Zhou , Byron Mann Cullen Bohannan , un ancien propriétaire d’ esclave et soldat , être déterminer à venger le viol et le meurtre de son femme en traquer et tuer le soldat de l’ Union responsable . il se retrouver alors dans le nebraska à le époque de le construction de le ligne ferroviaire transcontinental . action et adventure , Drame , western États-Unis"
531,Ninja Kamui,2024,2024,False,,"Kenjirō Tsuda, 斧アツシ","Joe est un ninja qui a tourné le dos à son clan pour vivre avec sa femme et son fils. Une nuit, sa famille est assassinée par une mystérieuse organisation. N'écoutant que sa colère, il jure de se venger.","Animation, Action & Adventure",États-Unis,24,8.8355,1,13,7.1,7223,https://image.tmdb.org/t/p/original/A7mYSloFonDcQtHTqyLqEg9rIkh.jpg,71.885,https://www.youtube.com/watch?v=phzYW8uo6JM,"Ninja Kamui  Kenjirō Tsuda, 斧アツシ Joe est un ninja qui a tourné le dos à son clan pour vivre avec sa femme et son fils. Une nuit, sa famille est assassinée par une mystérieuse organisation. N'écoutant que sa colère, il jure de se venger. Animation, Action & Adventure États-Unis","Ninja Kamui   Kenjirō Tsuda , 斧アツシ joe être un ninja qui avoir tourner le dos à son clan pour vivr avec son femme et son fils . un nuit , son famille être assassiner par un mystérieux organisation . ne écouter que son colère , il jurer de se venger . animation , action et adventure États-Unis"
532,Godfather of Harlem,2019,2023,True,"Chris Brancato, Paul Eckstein","Forest Whitaker, Erik LaRay Harvey, Ilfenesh Hadera, Antoinette Crowe-Legacy, Lucy Fry, Jason Alan Carvell","A Harlem, dans les années 60 : la collision entre la vie criminelle de Bumpy Johnson et le combat pour les droits civiques. Un prequel au film American Gangster.","Drame, Crime",États-Unis,,8.014666666666667,3,30,8.1,22342,https://image.tmdb.org/t/p/original/bmDTHNa6MSoT2P1nWwdpQdvqxxD.jpg,81.028,https://www.youtube.com/watch?v=rnWpzJX1lEU,"Godfather of Harlem Chris Brancato, Paul Eckstein Forest Whitaker, Erik LaRay Harvey, Ilfenesh Hadera, Antoinette Crowe-Legacy, Lucy Fry, Jason Alan Carvell A Harlem, dans les années 60 : la collision entre la vie criminelle de Bumpy Johnson et le combat pour les droits civiques. Un prequel au film American Gangster. Drame, Crime États-Unis","Godfather of Harlem Chris Brancato , Paul Eckstein Forest whitaker , Erik LaRay harvey , Ilfenesh Hadera , Antoinette Crowe - Legacy , Lucy Fry , Jason Alan carvell A Harlem , dans le année 60 : le collision entrer le vie criminel de Bumpy Johnson et le combat pour le droit civique . un prequel au film American Gangster . drame , Crime États-Unis"
533,La légende de Vox Machina,2022,2024,True,Chris Prynoski,"Laura Bailey, Taliesin Jaffe, Ashley Johnson, Liam O'Brien, Marisha Ray, Sam Riegel, Travis Willingham, Matthew Mercer","Ils sont tapageurs, ils sont hétéroclites, ce sont des inadaptés devenus des mercenaires à louer. Vox Machina est plus intéressé par l'argent facile et la bière bon marché que par la protection du royaume. Mais lorsque le royaume est menacé par le mal, cet équipage bruyant se rend compte qu'il est le seul capable de rétablir la justice.","Animation, Science-Fiction & Fantastique",États-Unis,27,9.902875,4,36,8.4,46352,https://image.tmdb.org/t/p/original/1TneaKrAbloEgdeFPY7YBdA06ur.jpg,64.93,https://www.youtube.com/watch?v=Jzs3R6RubKI,"La légende de Vox Machina Chris Prynoski Laura Bailey, Taliesin Jaffe, Ashley Johnson, Liam O'Brien, Marisha Ray, Sam Riegel, Travis Willingham, Matthew Mercer Ils sont tapageurs, ils sont hétéroclites, ce sont des inadaptés devenus des mercenaires à louer. Vox Machina est plus intéressé par l'argent facile et la bière bon marché que par la protection du royaume. Mais lorsque le royaume est menacé par le mal, cet équipage bruyant se rend compte qu'il est le seul capable de rétablir la justice. Animation, Science-Fiction & Fantastique États-Unis","le légende de Vox Machina Chris Prynoski Laura Bailey , Taliesin Jaffe , Ashley Johnson , Liam O' Brien , Marisha Ray , Sam Riegel , Travis Willingham , Matthew Mercer il être tapageur , il être hétérocliter , ce être un inadapté devenir de mercenaire à louer . Vox Machina être plus intéresser par le argent facile et le bière bon marché que par le protection de royaume . mais lorsque le royaume être menacer par le mal , ce équipage bruyant se rendre compte que il être le seul capable de rétablir le justice . animation , Science - Fiction et Fantastique États-Unis"
